date,content,hashtags,language,coordinates,place,_hit_sos,_hit_phone,_hit_coord,_hit_addr,_hit_locw,_first_person
2023-02-08 05:49:27+00:00,Arkadaşımın tüm ailesi enkaz altında su an yardım bekliyorlar lütfen yardım edin güzelburç  600 konutlar yapı kooperatifi 9. Blok HATAY/ANTAKYA #deprem #seferberlik #AHBAP #samandag #Turkey #ENKAZALTİNDAYİM #Hatay #Turquia #PrayForTurkey https://t.co/RrKirZMJaO,"['deprem', 'seferberlik', 'AHBAP', 'samandag', 'Turkey', 'ENKAZALTİNDAYİM', 'Hatay', 'Turquia', 'PrayForTurkey']",tr,,,True,False,False,True,False,False
2023-02-08 05:47:11+00:00,Arkadaşımın tüm ailesi enkaz altında su an yardım bekliyorlar lütfen yardım edin güzelburç  600 konutlar yapı kooperatifi 9. Blok HATAY/ANTAKYA  #OguzhanUgur #deprem #seferberlik #Turkey #AHBAP #TurkeyQuake #ENKAZALTİNDAYİM #TurkeyEarthquake #HataySamandağ #tahaduymaz #HelpTurke https://t.co/f0dg251nLk,"['OguzhanUgur', 'deprem', 'seferberlik', 'Turkey', 'AHBAP', 'TurkeyQuake', 'ENKAZALTİNDAYİM', 'TurkeyEarthquake', 'HataySamandağ', 'tahaduymaz', 'HelpTurke']",tr,,,True,False,False,True,False,False
2023-02-08 05:47:05+00:00,Tırın kalkmasına son 2 saat lütfen acil payalaşın ulaşım olarak kuzenim HARUN ADIGÜZEL'e ulaşabilirsiniz numara:+1401-323-8579 WhatsApp'tan ulaşırsanız çok mutlu olurum acil. #deprem #seferberlik #OguzhanUgur #halukleventacil #Hatay #ENKAZALTİNDAYİM #Kahramanmaras #Turkey https://t.co/RZpmWMKR99,"['deprem', 'seferberlik', 'OguzhanUgur', 'halukleventacil', 'Hatay', 'ENKAZALTİNDAYİM', 'Kahramanmaras', 'Turkey']",tr,,,True,True,False,False,False,False
2023-02-08 05:46:05+00:00,Hamile kuzenim Erva Yücedal ve eşi Akif Yücedal hala enkaz altında lutfen yardim edin!!! Rönesans Rezidans blok A2 kat 12 Hatay/Antakya #deprem  #AFADhatay  #Turkey  #PrayForTurkey  #hatayyardimbekliyor  #Turkey  #HelpTurkey,"['deprem', 'AFADhatay', 'Turkey', 'PrayForTurkey', 'hatayyardimbekliyor', 'Turkey', 'HelpTurkey']",tr,,,True,False,False,True,False,False
2023-02-08 05:46:02+00:00,@saglikbakanligi @TurkBobrekVakfi  Böbrek hastaları çok zor durumda acil yardım edilmesi gerek.. #Turkey #seferberlik #deprem https://t.co/tkmEmlOdtb,"['Turkey', 'seferberlik', 'deprem']",tr,"Coordinates(longitude=28.6321043, latitude=40.8027337)","Place(fullName='İstanbul, Türkiye', name='İstanbul', type='city', country='Turkey', countryCode='TR')",True,False,True,False,False,False
2023-02-08 05:43:40+00:00,Arkadaşımın tüm ailesi enkaz altında su an yardım bekliyorlar lütfen yardım edin güzelburç  600 konutlar yapı kooperatifi 9. Blok HATAY/ANTAKYA #HatayYardımBeliyor #deprem #seferberlik #Turkey #AHBAP  #TurkeyQuake #ENKAZALTİNDAYİM #Hatay #HelpTurkey https://t.co/y7v9J7mmO2,"['HatayYardımBeliyor', 'deprem', 'seferberlik', 'Turkey', 'AHBAP', 'TurkeyQuake', 'ENKAZALTİNDAYİM', 'Hatay', 'HelpTurkey']",tr,,,True,False,False,True,False,False
2023-02-08 05:41:40+00:00,"@ekrem_imamoglu HATAY/ANTAKYA   Koca abdi mahallesi  Alaybey sokak  No:24  (eski antakya evi, uzun çarşı karşısı)  İsim: Aysel Polat arkadaşımızın anneannesi Yaşlı bir teyzeden saatler sonra haber aldık, yaşıyor. Nolur acil destek #hatay #deprem #halukleventacil #Turkey @ahbap @haluklevent","['hatay', 'deprem', 'halukleventacil', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 05:32:20+00:00,We have not been able to reach our relatives for more than 3 days. We heard that their house collapsed. Please help!! They live in: Nurhak Bicin Mahallesi No.10. #earthquake #TurkeyQuake #DEPREMOLDU,"['earthquake', 'TurkeyQuake', 'DEPREMOLDU']",en,,,True,False,False,True,False,False
2023-02-08 05:26:28+00:00,HATAY /MERKEZ  General şükrü kanatlı mah fevzi paşa cd elif apt. Kat3 no3 Merkez / Hatay İş arkadaşımız enkazınn altında   Burada ses gelmiyor diye çalışma yapılmıyormuş yardım edin lütfen  #antakyahatay #afad #deprem #ENKAZALTİNDAYİM #Turkey,"['antakyahatay', 'afad', 'deprem', 'ENKAZALTİNDAYİM', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 05:21:45+00:00,"HATAY/ANTAKYA   Koca abdi mahallesi  Alaybey sokak  No:24  (eski antakya evi, uzun çarşı karşısı)  İsim: Aysel Polat arkadaşımızın anneannesi Yaşlı bir teyzeden saatler sonra haber aldık, yaşıyor. Nolur acil destek #hatay #deprem #halukleventacil #Turkey @ahbap @haluklevent","['hatay', 'deprem', 'halukleventacil', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 05:17:34+00:00,Odabaşı mahallesi Gürses sokak no3 prestij asi apartmanı kat 2 daire 12 ANTAKYA HATAY Aykut Yerlikaya  Tuba Yerlikaya Lütfen yardım edin  hâlâ enkaz altındalar  #deprem #hataydeprem #Hatay #Turkey @AFADBaskanlik #HatayValiliği @DepremDairesi #AFAD,"['deprem', 'hataydeprem', 'Hatay', 'Turkey', 'HatayValiliği', 'AFAD']",tr,,,True,False,False,True,False,False
2023-02-08 05:16:05+00:00,"Murat Güntel, yardım edin.ENKAZ ALTINDALAR Adres: Odabaşı Mahallesi, Uğur Mumcu Bulvarı. No: 120 Selim Köse Apt. HATAY #afad #Turkey @haluklevent","['afad', 'Turkey']",tr,,,True,False,False,True,True,False
2023-02-08 05:05:02+00:00,NARLICA MAHALLESI 1789. SOKAK NO:2 ANTAKYA/HATAY  EROL AILESI YARDIM EDIN LÜTFEN ‼️‼️‼️ #deprem #Turkey #ENKAZALTİNDAYİM #HelpTurkey #AhbapDernegi #hatayantakya #ahbaphatay @BabalaTv @atabenli @haluklevent @OguzhanUgur,"['deprem', 'Turkey', 'ENKAZALTİNDAYİM', 'HelpTurkey', 'AhbapDernegi', 'hatayantakya', 'ahbaphatay']",tr,,,True,False,False,True,False,False
2023-02-08 05:02:02+00:00,Avşar Otele takviyemekip lazım acil. İçeride canlı insanlsr var lütfen acil takviye #malatya #Turkey #deprem @AFADBaskanlik #ahbab #ihh  @ihhinsaniyardim,"['malatya', 'Turkey', 'deprem', 'ahbab', 'ihh']",tr,"Coordinates(longitude=37.6766829, latitude=40.7543783)","Place(fullName='Ordu Merkez, Ordu', name='Ordu Merkez', type='admin', country='Turkey', countryCode='TR')",True,False,True,False,False,False
2023-02-08 04:49:54+00:00,"People stuck under wreckage scream for help, but there is no one to help. #Turkey needs international help as useless Erdoğan gov't is unable to deal with the disaster. #TurkeyQuake left hundreds of thousands of people desperate. Raise consciousness for #TurkeyEarthquake #antakya https://t.co/X00mZQ1MjS","['Turkey', 'TurkeyQuake', 'TurkeyEarthquake', 'antakya']",en,,,True,False,False,True,False,False
2023-02-08 04:49:37+00:00,"nkaz altındaki arkadaşım Selinay Güler ve ailesine lütfen yardım edin!  Akevler mahallesi, meltem sokak, Tuğçe apartmanı Hatay/Antakya  -Hülya Güler -Derviş Güler -Selinay Güler -Pervin Sıla Güler #deprem #turkey #yardım #erzak #yardımedin #yakıt","['deprem', 'turkey', 'yardım', 'erzak', 'yardımedin', 'yakıt']",tr,,,True,False,False,True,False,False
2023-02-08 04:38:00+00:00,"Adıyaman Merkez Cumhuriyet Mahallesi Kemal Paşa Caddesi No:68B Çınar Sitesi B blok (körler dernegi yanı)  200, 300 kişi var hala ses geliyor. AFAD yok ekip yok kimse yardım etmiyor. ACİL yardım lazım. DUYURALIM PAYLAŞALIM @AFADBaskanlik @AFADAdiyaman @ahbap #deprem #earthquake","['deprem', 'earthquake']",tr,,,True,False,False,True,False,False
2023-02-08 04:30:09+00:00,Acil vince ihtiyaç var Kahramanmaraş/Dulkadiroğlu Sütçü İmam Mahallesi Salman Zülkadiroglu Bulvarı Pınar Apt. #marasdeprem #Marasyardimbekliyor #ACILYARDIM #deprem #turkey #yardım #erzak #yardımedin #yakıt,"['marasdeprem', 'Marasyardimbekliyor', 'ACILYARDIM', 'deprem', 'turkey', 'yardım', 'erzak', 'yardımedin', 'yakıt']",tr,,,True,False,False,True,False,False
2023-02-08 04:29:20+00:00,"""General Sukru Kanatli Mah. Ataturk Cad. Cem Apartmani Antakya/Hatay Kuzenlerim Batuhan-Mustafa Bahadirli Gocuk altinda kaldi ses geliyor nolur yardim edin!!!""  @DepremDairesi   #deprem #turkey #yardım #erzak #yardımedin #yakıt   @AFADTurkiye","['deprem', 'turkey', 'yardım', 'erzak', 'yardımedin', 'yakıt']",tr,,,True,False,False,True,False,False
2023-02-08 04:27:42+00:00,Emek mahallesi 2.bahceli sokak metoroloji bitişiği yılmaz apartmani antakya/hatay  hala enkaz altındalar acil yardım!!!! #depremden #acildeprem #HelpTurkey #Turkey #acilvinc #AFAD,"['depremden', 'acildeprem', 'HelpTurkey', 'Turkey', 'acilvinc', 'AFAD']",tr,,,True,False,False,True,False,False
2023-02-08 04:23:58+00:00,#deprem #turkey #yardım #erzak #yardımedin #yakıt   turunçlu mahallesi muammer aksoy 1 sokak önü defne/hatay 100 kişiye yakın bebekli hastalı koloni var tırlar konumu bilmediğinden gidemiyor acil yardım,"['deprem', 'turkey', 'yardım', 'erzak', 'yardımedin', 'yakıt']",tr,,,True,False,False,True,False,False
2023-02-08 04:14:33+00:00,CEBRAİL MAHALLESİ NATO SOKAK SOĞUKSUKALA APARTMANI ANTAKYA/HATAY  EMİNE UZUNPARMAK ABLAMIZ KAPIYA SIKIŞTIM DİYE BAĞIRIYOR  #deprem #Hatay #SESVAR  0506 526 1262 #deprem #turkey #yardım #erzak #yardımedin #yakıt,"['deprem', 'Hatay', 'SESVAR', 'deprem', 'turkey', 'yardım', 'erzak', 'yardımedin', 'yakıt']",tr,,,True,True,False,True,False,False
2023-02-08 04:12:31+00:00,Please help #Turkey #TurkeyQuake #TurkeySyriaEarthquake https://t.co/lXBp5AyVve,"['Turkey', 'TurkeyQuake', 'TurkeySyriaEarthquake']",en,"Coordinates(longitude=36.6645733, latitude=-1.3890532)","Place(fullName='Nairobi, Kenya', name='Nairobi', type='city', country='Kenya', countryCode='KE')",True,False,True,False,False,False
2023-02-08 04:11:29+00:00,"Heartbreaking to see the world turn blind eye to tragedy in #Syria. 1020 people were lost so far, hundreds still trapped in rubble, but still no response from #UN after 40 hrs. Rescue teams need support to save lives amidst the #earthquake's devastation.   https://t.co/SclOxH8sSN","['Syria', 'UN', 'earthquake']",en,,,True,False,False,True,False,False
2023-02-08 04:02:33+00:00,"Turgut reis Mahallesi Sakarya Caddesi No: 57 Adıyaman / Merkez  Enkaz altında 2 kişi var acil yardıma ihtiyaç var.Hâla AFAD müdahale etmiyor yardım yok Aişe Zehra Gezergün,Kadir Faruk Gezergün Seslerini duyuyoruz Allah rızası için yardım edin #deprem #AHBAP #Turkey @AFADBaskanlik","['deprem', 'AHBAP', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 03:58:31+00:00,Acil!  #Hatay’da hala göçük altında kalan yakınlarımız için yardım bekliyoruz!  Belki son dakikaları!   Adres:  Çekmece mah 144. Sok. No. 15 Defne Hatay   #deprem  #oezguerdemirtas  #Turkey  #acildeprem #TurkeyEarthquake  #PrayForTurkey  #acilvinc #HelpTurkey  #AhbapDernegi,"['Hatay', 'deprem', 'oezguerdemirtas', 'Turkey', 'acildeprem', 'TurkeyEarthquake', 'PrayForTurkey', 'acilvinc', 'HelpTurkey', 'AhbapDernegi']",tr,,,True,False,False,True,True,False
2023-02-08 03:33:13+00:00,"Seven-year-old girl protects little brother under rubble, moving photograph melts hearts online    I see no one sharing. If she were dead, everyone would share! Share positivity #earhtquake #Turkey #SidharthKiaraWedding #TurkeyEarthquake https://t.co/eDKcH01aSD","['earhtquake', 'Turkey', 'SidharthKiaraWedding', 'TurkeyEarthquake']",en,"Coordinates(longitude=72.609337, latitude=21.035619)","Place(fullName='Surat, India', name='Surat', type='city', country='India', countryCode='IN')",True,False,True,True,False,False
2023-02-08 02:35:05+00:00,"Mousa: Heartbreaking to see the world turn a blind eye to the tragedy in #Syria.1020 people were lost so far, hundreds still trapped in rubble,but still no response from #UN after 40 hrs. Rescue teams need support to save lives amidst the #earthquake's devastation.#StandWithSyria https://t.co/EByP65iw2z","['Syria', 'UN', 'earthquake', 'StandWithSyria']",en,,,True,False,False,True,False,False
2023-02-08 02:18:57+00:00,!!!SES GELDİ!!! Mimar sinan mah. 1114. sok. no:1 Adıyaman/Merkez (Ünal petrol arkası)  Enkazdan tekrar ses geldi çok acil  0546 196 23 14 #seferberlik #AdıyamanYardımBekliyor #AFAD #afadadiyaman #ADIYAMANAFAD #AdıyamanValiliği #Turkey #acilseferberlik #SESVARYARDIMYOK,"['seferberlik', 'AdıyamanYardımBekliyor', 'AFAD', 'afadadiyaman', 'ADIYAMANAFAD', 'AdıyamanValiliği', 'Turkey', 'acilseferberlik', 'SESVARYARDIMYOK']",tr,,,True,False,False,True,False,False
2023-02-08 02:17:06+00:00,"🚨Need help for this address; (There are voices coming under the rubble, they known as alive)   District: Urgenpasa, Yuzbasi Asim, No: 16  Apartment Name: Altunkaya Earthquake Victims; Halil Dizlek Fatma Dizlek Leman Dizlek  #Turkiye #earthquake #earthquakeinturkey #Tuerkei https://t.co/5JnJsDFKwb","['Turkiye', 'earthquake', 'earthquakeinturkey', 'Tuerkei']",en,,,True,False,False,True,True,False
2023-02-08 01:49:45+00:00,"Managed to speak with my husband’s niece in Antakya, they’re in the car for the 2nd night. It’s cold, no food, no water, no one is helping. Antakya is in debris. They need help! They’re in turmoil and we’re helpless. We’re praying for them 🙏 #Turkey #antakyadepremi","['Turkey', 'antakyadepremi']",en,,,True,False,False,True,False,False
2023-02-08 01:41:22+00:00,"ADIYAMAN MERKEZ / Bahçelievler mah/ Atatürk bulvarı/No 18/ Zümrüt apartman  VİNÇ GEREKİYOR, DESTEK GEREKİYOR.   Kendisi arkadaşımın arkadaşı lütfen yardım edin!!!   #deprem #seferberlik #sondakikadeprem #Turkey #AdıyamanYardımBekliyor @AFADBaskanlik @DepremDairesi https://t.co/sRV0Rb3j08","['deprem', 'seferberlik', 'sondakikadeprem', 'Turkey', 'AdıyamanYardımBekliyor']",tr,,,True,False,False,True,False,False
2023-02-08 01:40:34+00:00,Hatay İskendurun Dumlupınar mahallesi 263. sokak gül apartmanı daire 15 Veysel Turan ve annesi Ayşe Turan enkaz altındalar.Lütfen yardım edin. @OguzhanUgur @BabalaTv @haluklevent @PincTivi @ProfDemirtas   #Hatay #deprem  #Turkey #HatayinSesiniDuyun,"['Hatay', 'deprem', 'Turkey', 'HatayinSesiniDuyun']",tr,,,True,False,False,True,False,False
2023-02-08 01:38:07+00:00,"LUTFEN YARDIM EDIN, 27 SAATDIR BINANIN ALTINDALAR Ceyhan, Ahmet Karacabey Cd. No:41, 46300 Elbistan/ Kahramanmaras, Türkiye 50-65 yas 4-5 kadinimiz yikilan bir bina altinda sıkışmış LUTFEN #deprem #seferberlik #sondakikadeprem #EnkazAltında @AFADBaskanlik #Turkey #YARDIMEDİN","['deprem', 'seferberlik', 'sondakikadeprem', 'EnkazAltında', 'Turkey', 'YARDIMEDİN']",tr,,,True,False,False,True,False,False
2023-02-08 01:35:50+00:00,48 saat geçti hâla enkaz altında insanlar ve kimse yok AFADı aradık tamam diyip gelmediler yardım edin   Hatay/iskenderun Muradiye Mah 230/1 sok S.P.ON semir say cad. Dumlupinar sit c/blok No:13    +90 539 829 75 59 #deprem #AHBAP #Turkey #HalukLevent #Hatay #AFAD,"['deprem', 'AHBAP', 'Turkey', 'HalukLevent', 'Hatay', 'AFAD']",tr,,,True,False,False,True,False,False
2023-02-08 01:32:50+00:00,Onikişubat Şazibey Mahallesi Ebrar Sitesi Z blok 9. Kat Kahramanmaraş acil yardım. Esila Tuğal(5) ve Tuğba Tuğal iki kişiler. @haluklevent @AFADBaskanlik @DepremDairesi #deprem #Turkey #Kahramanmarasafad #kahramanmarasdepremi #KAHRAMANMARASAYARDIM,"['deprem', 'Turkey', 'Kahramanmarasafad', 'kahramanmarasdepremi', 'KAHRAMANMARASAYARDIM']",tr,,,True,False,False,True,False,False
2023-02-08 01:30:28+00:00,❗️❗️ Yavuz sultan selim caddesi general şükrü kanatlı mah övünc apartmanı hatay !! ❗️❗️ Elçin bahadırlı  Fahri Türker  30 saattir enkaz altındalar lütfen acil yayın!  #Turkey #deprem @OguzhanUgur @BabalaTv @haluklevent #yardım,"['Turkey', 'deprem', 'yardım']",tr,,,True,False,False,True,False,False
2023-02-08 01:28:04+00:00,"Bu çok çok az bir miktar #Cengizİnşaat, sizin imkan- kabiliyetiniz misli misli fazla. Hepiniz yardım edin #deprem büyük, alan geniş. Halkımıza verme ve #DayanısmaZamanı. İnsanlar vatanımızda enkaz altında ölüyor..#acilvinc #türkiye #HelpTurkey  #earthquake #AdıyamanYardımBekliyor https://t.co/OqtwcwzKHh","['Cengizİnşaat', 'deprem', 'DayanısmaZamanı', 'acilvinc', 'türkiye', 'HelpTurkey', 'earthquake', 'AdıyamanYardımBekliyor']",tr,"Coordinates(longitude=32.7382989, latitude=39.8401957)","Place(fullName='Ankara, Türkiye', name='Ankara', type='city', country='Turkey', countryCode='TR')",True,False,True,False,False,False
2023-02-08 01:21:21+00:00,Cevdetpaşa mh. Mezbahane caddesi No:67 zaman apt A blok islahiye/Gaziantep    Hilti lazım Acil Bir Şekilde. Tayfun Adak #sondakikadeprem #Turkey #Gaziantep #Hatay @BabalaTv @atadogann @aogofficiall @haluklevent @OguzhanUgur @jkmentality,"['sondakikadeprem', 'Turkey', 'Gaziantep', 'Hatay']",tr,,,True,False,False,True,False,False
2023-02-08 01:20:20+00:00,Hatay-Antakya merkez büyük parkın karşısındaki apartman iki çocuk ve bir anne enkaz altındalar lütfen yardım edin!!!!!!!!!! LEYLA ATLAR FATMA ATLAR  ZEYNEP ATLAR @AFADBaskanlik  @DepremDairesi @Haydi_Ahbap @OguzhanUgur @BabalaTv @haluklevent #Turkey #hatayyardimbekliyor #deprem,"['Turkey', 'hatayyardimbekliyor', 'deprem']",tr,,,True,False,False,True,False,False
2023-02-08 01:18:58+00:00,!!!!!!!! HATAY Antakya  Emlakbank evleri 1. kısım 6-e blok İLAYDA GEZMEN ve CEREN ATILGAN hala enkaz altında acil yardım gerekiyor!!!!! @AFADHatay @AFADBaskanlik #ACİL #AHBAP #babalatv #antakya #EnkazAltında @efeuygac @haluklevent #sondakikadeprem #Turkey #acilvinc @OguzhanUgur,"['ACİL', 'AHBAP', 'babalatv', 'antakya', 'EnkazAltında', 'sondakikadeprem', 'Turkey', 'acilvinc']",tr,,,True,False,False,True,False,False
2023-02-08 01:08:37+00:00,"Enkazdaki 6 aylık bebek, 7 ve 10 yaşında 2 çocuktan SES VAR , kurtarma ekipleri yok acil yardım gerekiyor!  Adıyaman  Mehmet Akif mah. 549 sokak no:6, yıkılan bina 3 katlı çocuklar 2. Katta #sondakikadeprem #hatayyardimbekliyor #Turkey","['sondakikadeprem', 'hatayyardimbekliyor', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 01:05:45+00:00,EKMECE MAHALLESI 75. YIL CADDESI NO:3 ARKADASIM ENKAZ ALTINDA YARDIM EDIN #deprem #Hatay #Turkey,"['deprem', 'Hatay', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 01:02:52+00:00,Maras Elbistan GÜNEŞLİ MAH GEYİKLİ SOK. kuzenimin eşi enkaz altında kaldı adı MERAL COŞKUN lütfen bu mesajı yayalım. Kaç gündür yardım bekliyoruz hala gelen yok yardıma yiyecek içecek hiçbir şey yok. Lütfen yardım edin lütfen @OguzhanUgur @ahbap @haluklevent #DEPREMOLDU #Turkey,"['DEPREMOLDU', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 01:00:39+00:00,YunusEmre Mahallesi Aslı Sokak Kuyumcu Apartmanı Zemin kat no 1 çağdaş kent  Kahramanmaraş/Elbistan   ÇOK ACİL YARDIM LAZIM GÖÇÜK ALTINDA 3 KİŞİ VAR 2 KADIN 1 KIZ ÇOCUĞU!! LÜTFEN YARDIM EDİN !!! 0536 223 3416 TELEFON NUMARASI İLE GÖRÜŞEBİLİRSİNİZ! #sondakikadeprem #Turkey,"['sondakikadeprem', 'Turkey']",tr,,,True,True,False,True,False,False
2023-02-08 01:00:37+00:00,"It can't be repeated enough. The people of #Turkey and #Syria need help. The death toll is racing up toward 10,000.   Donate here: AKUT Research and Rescue Association: https://t.co/2zfvptrvES  #TurkeyQuake #syriaearthquake #TurkeyEarthquake #earthquake https://t.co/orLDDjtZVM","['Turkey', 'Syria', 'TurkeyQuake', 'syriaearthquake', 'TurkeyEarthquake', 'earthquake']",en,"Coordinates(longitude=31.2009591, latitude=28.9638508)","Place(fullName='Cairo, Egypt', name='Cairo', type='admin', country='Egypt', countryCode='EG')",True,False,True,False,False,False
2023-02-08 00:58:22+00:00,Acil ekip yönlendirilsin ses geliyormuş daha fazla dayanamayabilir Hasantütün Mahallesi Arif doğru sokak arı apartmanı. Diyanet Gençlik Merkezi karşısı Besni Adıyaman Ceren Korkmaz  #AFAD #EnkazAltında #ADIYAMAN #Turkey #earthquake #acildurum @AFADBaskanlik #SESVARYARDIMYOK,"['AFAD', 'EnkazAltında', 'ADIYAMAN', 'Turkey', 'earthquake', 'acildurum', 'SESVARYARDIMYOK']",tr,,,True,False,False,True,False,False
2023-02-08 00:47:10+00:00,Hatay'da olup aracı olan biri lazım acil. Çorlu köyünde hamile bir kadının kanaması başlamış. 0544 464 3397 - EBRU DOĞAN #sondakikadeprem #Turkey #HelpTurkey #OguzhanUgur @haluklevent @OGizliligi,"['sondakikadeprem', 'Turkey', 'HelpTurkey', 'OguzhanUgur']",tr,,,True,True,False,False,False,False
2023-02-08 00:44:52+00:00,ENKAZ ALTINDA 2 ÇOCUK VAR NOLUR ULAŞMASINA YARDIM EDiN Ali Koçak Musa Koçak Zeynep Koçak Kuzeytepe Mahallesi 16.Sokak No:8 ANTAKYA HATAY CANSEL KOÇAK 0539 928 69 46  LÜTFEN YAYALIM 🙏🙏  #HelpTurkey #sondakikadeprem #deprem #hatayyardimbekliyor #Hatay #Turkey #Turquia,"['HelpTurkey', 'sondakikadeprem', 'deprem', 'hatayyardimbekliyor', 'Hatay', 'Turkey', 'Turquia']",tr,,,True,False,False,True,False,False
2023-02-08 00:43:57+00:00,Eserlik mahallesi 11. Sokak no 50 Mavi bakkal  Acil durum duyurun lütfen. #Deprem #sondakikadeprem #Turkey #PrayForTurkey #OguzhanUgur #Allahımyardımet #acilvinc #HelpTurkey https://t.co/VcQSopDz6P,"['Deprem', 'sondakikadeprem', 'Turkey', 'PrayForTurkey', 'OguzhanUgur', 'Allahımyardımet', 'acilvinc', 'HelpTurkey']",tr,,,True,False,False,True,False,False
2023-02-08 00:43:49+00:00,ACİLL!!! Arkadaşımın arkadaşları enkaz altında. İlk anda sesleri duyuluyormuş şuan ne durumdalar bilmiyoruz. Lütfen yardım edin  Adres: Turgut reis mahallesi. Eski valilik sokağı. 115. SkGürsoy Apartmani AdıyamanSoyadları Onuk. 5 kişilik bir aile #earthquake #Adıyaman #deprem,"['earthquake', 'Adıyaman', 'deprem']",tr,,,True,False,False,False,True,False
2023-02-08 00:41:53+00:00,Eserlik mahallesi 11. Sokak no 50 Mavi bakkal  Acil durum duyurun lütfen. #Deprem #sondakikadeprem #Turkey #PrayForTurkey #OguzhanUgur #Allahımyardımet #acilvinc #HelpTurkey https://t.co/VLeyBuLgBw,"['Deprem', 'sondakikadeprem', 'Turkey', 'PrayForTurkey', 'OguzhanUgur', 'Allahımyardımet', 'acilvinc', 'HelpTurkey']",tr,,,True,False,False,True,False,False
2023-02-08 00:38:53+00:00,Enkaz altından video yollayan depremzede acil yardım istiyor Adres; Esenlik mahallesi Antakya #Hatay #antakya #Adıyaman #kahta #iskenderun #ACİL #earthquake #Deprem #Kahramanmaraş #Diyarbakır #Gaziantep #Adıyaman #Osmaniye #Batman #Kilis #Mardin #Turkey https://t.co/djmXoakjLP,"['Hatay', 'antakya', 'Adıyaman', 'kahta', 'iskenderun', 'ACİL', 'earthquake', 'Deprem', 'Kahramanmaraş', 'Diyarbakır', 'Gaziantep', 'Adıyaman', 'Osmaniye', 'Batman', 'Kilis', 'Mardin', 'Turkey']",tr,,,True,False,False,False,True,False
2023-02-08 00:32:07+00:00,Akevler mahallesi şehit irfan Fansa sokak mertkan apartmanı. ulaşamıyorum tek başına yaşıyor lütfen yardım edin Serpil Keleş. Hatay  Antakya.  deprem anından beridir haber alamıyoruz lütfen yardım edin #Turkey #sondakikadeprem #antakyadeprem #hatayyardimbekliyor  @AFADBaskanlik,"['Turkey', 'sondakikadeprem', 'antakyadeprem', 'hatayyardimbekliyor']",tr,,,True,False,False,True,False,False
2023-02-08 00:17:13+00:00,ÇOK ACİİİLLLL!!!! Şükrü kanatlı caddesi no 21 Hatay/defne Halk Bir kadına ulaşmış konuşuyormuş ama uyumak üzere olduğunu söyledi arkadaşım acil afad ekibi gitmesi lazım @haluklevent @HAYKOCPQN @AFADBaskanlik @AKUT_Dernegi #sondakikadeprem #Turkey https://t.co/ydly2006dX,"['sondakikadeprem', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-08 00:14:50+00:00,Elektirik mahallesi armutlu caddesi timur apartmanı kat 4 daire 17 Hatay/Antakya  Elif Kübra Soydan  Acil yardım ⚠️ #Hatay #Turkey #sondakikadeprem #TurkeyQuake #TurkeyEarthquake #PrayForTurkey #hatayyardimbekliyor,"['Hatay', 'Turkey', 'sondakikadeprem', 'TurkeyQuake', 'TurkeyEarthquake', 'PrayForTurkey', 'hatayyardimbekliyor']",tr,,,True,False,False,True,False,False
2023-02-08 00:14:24+00:00,"ENKAZ ALTINDAN SES GELİYOR AMA VİNÇ OLMADIĞINDAN HİÇBİR ŞEY YAPAMIYORUZ⚠️ Hatay/ ANTAKYA,Cebrail mahallesi 4.bahceli sokak aydın apt yardim edin  #Turkey #hatayyardimbekliyor #antakyaafad #AFAD @OguzhanUgur @ahbap","['Turkey', 'hatayyardimbekliyor', 'antakyaafad', 'AFAD']",tr,,,True,False,False,True,False,False
2023-02-08 00:12:17+00:00,"Yeni Mahalle, 2668. Sk. 8, 02040 Adıyaman Merkez/Adıyaman emek fırını yukarisi,mor lila mustakil enkazin altinda dort kisi var acil yardim lazim lutfen yardım edin🙏🏾 #earthquake #deprem #afaddeprem #afaddeprem #HalukLevent  Yardim edin eli kolu uzanan lütfen hala kimse yok","['earthquake', 'deprem', 'afaddeprem', 'afaddeprem', 'HalukLevent']",tr,,,True,False,False,True,False,False
2023-02-08 00:11:33+00:00,"kaç saat oldu ya kaç saat lütfen yardım edin lütfen yardıma giden kimse yok mu  Aycan Doğruer 05075011078 Hatay/Antakya Odabaşı Mahallesi, Uğur Mumcu Caddesi, Mahmut Karataş Apartmanı #DEPREMOLDU #TurkeyEarthquake #Turkey #Kahramanmaras #PrayForTurkey #afad #acildeprem #yardim https://t.co/3QRbkC1eHn","['DEPREMOLDU', 'TurkeyEarthquake', 'Turkey', 'Kahramanmaras', 'PrayForTurkey', 'afad', 'acildeprem', 'yardim']",tr,,,True,True,False,False,False,False
